Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,Price
939,73,0.876,7,5,2006,0.464,0.927,1.391,1.391,0.571,0,1.962,0,2,1,3,1,7,0,3,0.868,0,0.9,0,8,2.39799
58,89,1.1645,7,5,2004,0,0.86,0.86,0.86,0.86,0,1.72,0,2,1,3,1,7,0,2,0.565,0,0.7,0,8,1.965
904,50,1.4859,7,5,2006,0,1.67,1.67,1.67,0,0,1.67,0,2,0,3,1,7,1,3,0.69,1.44,0.6,0,8,2.4
271,84,1.0728,8,5,2006,0,1.095,1.095,1.095,0.844,0,1.939,0,2,1,3,1,8,1,3,1.053,1.92,0.51,0,8,2.66
990,65,0.8125,7,5,2006,0,0.77,0.77,0.778,0.798,0,1.576,0,2,1,3,1,6,0,2,0.614,0,0.5,0,8,1.97
482,72,1.1846,9,5,2003,1.567,0.225,1.792,1.792,0,0,1.792,1,2,0,2,1,6,1,3,0.874,2.06,0.49,0,8,3.74
994,68,0.8846,6,5,2005,0,0.75,0.75,0.75,0.75,0,1.5,0,2,1,3,1,6,0,2,0.564,0,0.35,0,8,1.739
97,78,1.0264,7,5,1999,1.162,0.426,1.588,1.588,0,0,1.588,0,2,0,3,1,6,0,2,0.472,1.58,0.29,0,8,2.14
1146,52,0.624,5,6,1928,0,1.042,1.042,1.042,0.534,0,1.576,0,1,0,3,1,8,1,1,0.225,0,0,0,8,1.49
1073,50,0.7585,5,3,1948,0,0.81,0.81,1.002,0.454,0,1.456,1,1,0,4,1,7,1,1,0.28,0,0,0,8,0.915
1115,90,0.54,5,7,1954,0.415,0.418,0.833,0.833,0,0,0.833,0,1,0,2,1,4,0,1,0.326,0,0,0,8,1.17
608,78,0.78,5,8,1948,0.603,0.293,0.896,1.112,0.896,0,2.008,1,3,0,3,1,8,0,1,0.23,1.03,0,0,8,2.25
492,79,0.949,6,7,1941,0.403,0.238,0.806,0.958,0.62,0,1.578,1,1,0,3,1,5,2,1,0.24,0,0,0.32,8,1.33
556,58,0.638,5,6,1922,0,0.993,0.993,1.048,0,0,1.048,0,1,0,2,1,5,1,1,0.28,0,0,1.16,8,1.13
315,60,0.96,7,7,1925,0.016,0.712,0.728,0.832,0.809,0,1.641,0,1,1,3,1,6,1,2,0.546,0,0,2.34,8,1.78
996,51,0.4712,4,7,1946,0.384,0.363,0.747,0.774,0.456,0,1.23,1,1,1,3,1,5,0,1,0.305,0,0.57,0,8,1.216
596,69,1.1302,8,5,2005,1.422,0.392,1.814,1.826,0,0,1.826,1,2,0,3,1,7,1,3,0.758,1.8,0.75,0,8,3.19
1244,107,1.3891,10,5,2006,1.386,0.69,2.076,2.076,0,0,2.076,1,2,1,2,1,7,1,3,0.85,2.16,2.29,0,9,4.65
321,111,1.6259,9,5,2006,0,1.249,1.249,1.249,1.347,0,2.596,0,3,1,4,1,9,0,3,0.84,2.4,1.54,0,9,3.42643
1108,168,2.3257,7,5,2006,0,0.868,0.868,0.887,1.134,0,2.021,0,2,1,3,1,9,1,2,0.422,0,1,0,9,2.74725
1356,102,1.0192,7,6,1968,0,0.57,0.57,1.222,0.698,0,1.92,0,3,0,4,1,8,1,2,0.487,0,0.98,0,9,1.7
507,80,0.9554,8,5,1993,0.38,0.397,0.777,1.065,0.846,0,1.911,0,2,1,3,1,8,1,2,0.471,1.82,0.81,0,9,2.15
1238,41,1.2393,7,5,2004,0,0.847,0.847,0.847,1.101,0,1.948,0,2,1,4,1,8,1,2,0.434,1,0.48,0,9,1.95
1360,129,1.6737,9,5,2004,1.447,0.533,1.98,1.98,0,0,1.98,1,2,0,3,1,8,1,3,0.77,1.94,0.45,0,9,3.15
1391,70,0.91,7,5,2000,1.4,0.125,1.525,1.525,0,0,1.525,1,2,0,3,1,6,0,2,0.541,2.19,0.36,0,9,2.35
1307,48,0.6955,7,5,2005,0,1.368,1.368,1.368,0,0,1.368,0,2,0,2,1,6,1,2,0.474,1.32,0.35,0,9,2.025
36,108,1.3418,8,5,2004,0,1.117,1.117,1.132,1.32,0,2.452,0,3,1,4,1,9,1,3,0.691,1.13,0.32,0,9,3.09
545,58,1.7104,7,5,2006,0.554,0.1,0.654,0.664,0.832,0,1.496,1,2,1,3,1,7,1,2,0.426,1,0.24,0,9,1.79665
698,57,0.642,5,7,1952,0.21,0.219,0.98,1.148,0,0,1.148,0,1,0,2,1,6,0,1,0.308,0,0,0,9,1.235
52,52,0.624,6,6,1934,0,0.816,0.816,0.816,0,360,1.176,0,1,0,3,1,6,1,2,0.528,1.12,0,0,9,1.145
218,57,0.9906,4,4,1925,0,0.686,0.686,0.81,0.518,0,1.328,0,1,0,3,1,8,0,1,0.21,0,1.72,0.6,9,1.07
558,60,1.104,4,6,1920,0.637,0,0.637,0.897,0.439,0,1.336,0,1,1,3,1,7,0,1,0.57,0,0.47,1.2,9,1.08
923,65,1.0237,6,5,2005,0.028,1.288,1.316,1.316,0,0,1.316,0,2,0,3,1,6,1,2,0.397,1,0,0,10,1.6999
736,60,1.08,7,7,1914,0.39,0.49,0.88,0.88,0.888,0,1.768,0,1,1,2,1,6,2,2,0.32,0,3.41,0,10,1.63
597,60,0.36,6,7,1910,0,0.684,0.684,0.684,0.684,0,1.368,0,1,0,3,1,7,0,1,0.216,0,1.58,0,10,1.14504
1200,75,1.1235,4,5,1963,0.547,0.504,1.051,1.382,0,0,1.382,0,1,1,3,1,6,1,2,0.459,0,0.82,0,10,1.48
1290,86,1.1065,8,5,2006,0,1.085,1.085,1.12,0.85,0,1.97,0,2,1,3,1,8,1,3,0.753,1.77,0.74,0,10,2.81
1094,71,0.923,5,8,1965,0.661,0.203,0.864,1.2,0,0,1.2,1,1,1,1,1,6,0,2,0.884,0,0.64,0,10,1.46
535,74,0.9056,8,5,2004,0,0.707,0.707,0.707,0.707,0,1.414,0,2,1,3,1,6,1,2,0.403,1,0.35,0,10,1.78
769,70,0.91,7,5,2004,0.024,1.836,1.86,1.836,0,0,1.836,0,2,0,3,1,8,1,2,0.484,1.2,0.33,0,10,2.16837
1224,89,1.068,5,3,1951,0.756,1.38,2.136,2.136,0,0,2.136,0,2,0,4,1,7,0,2,0.528,0,0.3,0,10,1.379
1395,53,0.4045,7,5,2006,1.07,0.286,1.356,1.5,0,0,1.5,1,2,0,2,1,6,1,3,0.648,1.61,0.2,0,10,2.46578
917,50,0.9,2,3,1949,0.05,0.43,0.48,0.48,0,0,0.48,1,0,0,1,1,4,0,1,0.308,0,0,0,10,0.35311
346,65,0.6435,6,5,1939,0,0.972,0.972,0.972,0.605,0,1.577,0,1,0,3,1,6,1,1,0.312,0,0,0,10,1.402
437,40,0.44,6,8,1920,0,0.648,0.648,0.734,0.384,0,1.118,0,1,0,2,1,6,0,2,0.44,0,0,0,10,1.16
18,72,1.0791,4,5,1967,0,0,0,1.296,0,0,1.296,0,2,0,2,2,6,0,2,0.516,0,0,0,10,0.9
807,75,0.975,5,5,1967,0.4,0.1,0.98,0.98,0,0,0.98,0,2,0,3,1,6,0,1,0.384,0.68,0,0,10,1.355
572,60,0.7332,6,6,1959,0.414,0.45,0.864,0.864,0,0,0.864,1,1,0,2,1,4,0,1,0.288,1.68,0,0,10,1.2
111,75,0.9525,6,4,1954,0.444,0.55,0.994,1.216,0.639,0,1.855,0,2,0,4,1,7,0,1,0.325,1.82,0,0,10,1.369
640,53,0.3982,8,5,2006,1.154,0.366,1.52,1.567,0,0,1.567,1,2,0,1,1,7,1,3,0.648,3.12,0,0,10,2.64561
523,50,0.5,6,7,1947,0.399,0.605,1.004,1.004,0.66,0,1.664,0,2,0,3,1,7,2,2,0.42,0,0.24,0.36,10,1.59
59,66,1.3682,10,5,2006,0,1.41,1.41,1.426,1.519,0,2.945,0,3,1,3,1,10,1,3,0.641,1.92,0,0.37,10,4.3878
1383,60,0.72,7,7,1920,0,0.596,0.596,0.998,0.764,0,1.762,1,1,1,4,1,8,0,2,0.576,0.36,0,2.21,10,1.57
310,90,1.2378,9,5,2003,1.274,0.622,1.896,1.944,0,0,1.944,1,2,0,3,1,8,3,3,0.708,2.08,1.75,0,11,3.6
21,101,1.4215,8,5,2005,0,1.158,1.158,1.158,1.218,0,2.376,0,3,1,4,1,9,1,3,0.853,2.4,1.54,0,11,3.253
666,106,1.1194,8,5,2000,0,1.406,1.406,1.454,0.482,0,1.936,0,2,1,3,1,7,1,2,0.504,1.88,1.24,0,11,2.305
54,68,5.0271,9,5,1981,1.81,0.032,1.842,1.842,0,0,1.842,2,0,1,0,1,5,1,3,0.894,8.57,0.72,0,11,3.85
1055,90,1.1367,8,5,2002,0.932,0.133,1.065,1.091,0.898,0,1.989,1,2,1,3,1,7,1,2,0.586,1.99,0.6,0,11,2.55
1197,58,1.4054,7,5,2006,0,0.879,0.879,0.879,0.984,0,1.863,0,2,1,4,1,9,1,3,0.66,1,0.17,0,11,2.1921
1221,66,0.78,5,5,1964,0.312,0,0.912,0.912,0,0,0.912,0,1,0,2,1,5,0,1,0.288,0,0,0,11,1.15
145,70,0.91,5,5,1963,1.332,0.396,1.728,1.728,0,0,1.728,1,2,0,6,2,10,0,2,0.504,0,0,0,11,1.25
1296,70,0.84,5,5,1968,1.016,0.036,1.052,1.052,0,0,1.052,1,1,1,3,1,5,0,1,0.288,3.56,0,0,11,1.385
1152,134,1.7755,5,4,1959,0.176,1.29,1.466,1.466,0,0,1.466,0,1,1,3,1,6,2,2,0.528,0,1.4,0,11,1.499
625,80,1.04,6,5,1972,0.247,0.485,0.732,1.012,0.778,0,1.79,1,1,2,4,1,8,1,2,0.484,1.48,0,0,11,1.6515
29,47,1.6321,5,6,1957,1.277,0.207,1.484,1.6,0,0,1.6,1,1,0,2,1,6,2,1,0.319,2.88,2.58,0,12,2.075
1393,68,0.7838,5,5,1967,0.769,0.095,0.864,0.9,0,0,0.9,1,1,0,3,1,6,1,1,0.288,1.75,1.44,0,12,1.23
41,84,0.8658,6,5,1965,0.643,0.445,1.088,1.324,0,0,1.324,0,2,0,3,1,6,1,2,0.44,0,1.38,0,12,1.6
1303,92,1.012,8,5,1994,0.74,0.425,1.165,1.203,1.323,0,2.526,1,2,1,4,1,8,1,3,0.844,3.09,0.78,0,12,2.9
452,62,7.0761,7,5,1975,0.655,0.878,1.533,1.533,0,0,1.533,1,2,0,2,1,5,2,2,0.576,2,0.54,0,12,2.8
92,85,0.85,5,3,1961,0.6,0.635,1.235,1.235,0,0,1.235,0,1,0,2,1,6,0,2,0.48,0,0,0,12,0.986
694,60,0.54,5,6,1921,0,1.073,1.073,1.073,0,0,1.073,0,1,0,2,1,4,0,1,0.326,0,0,1.12,12,1.0848
281,82,1.1287,7,6,1989,0.421,0.386,0.807,1.175,0.807,0,1.982,0,2,1,3,1,7,1,2,0.575,0,0.84,0,1,2.285
1312,68,0.8814,7,5,2005,0.925,0.349,1.274,1.274,0,0,1.274,1,2,0,3,1,6,0,2,0.508,2.64,0.98,0,1,2.03
692,104,2.1535,10,6,1994,1.455,0.989,2.444,2.444,1.872,0,4.316,0,3,1,4,1,10,2,3,0.832,3.82,0.5,0,1,7.55
916,21,0.2001,4,5,1970,0,0.546,0.546,0.546,0.546,0,1.092,0,1,1,3,1,6,0,1,0.286,0,0,0,1,0.75
1223,78,1.0496,6,6,1949,0.196,0.844,1.04,1.168,0.678,0,1.846,0,2,0,3,1,7,1,1,0.315,0,0,0,1,1.43
50,66,0.7742,5,7,1966,0.763,0.192,0.955,0.955,0,0,0.955,1,1,0,3,1,6,0,1,0.386,0,0,0,1,1.27
151,120,1.0356,5,6,1975,0.716,0.253,0.969,0.969,0,0,0.969,0,1,1,3,1,5,0,2,0.44,0,0,0,1,1.22
877,94,2.5286,4,5,1963,0.633,0.431,1.064,1.04,0,0,1.04,1,1,0,3,1,5,0,2,0.648,0,0,0,1,1.3225
1002,60,0.54,5,6,1920,0,0.691,0.691,0.691,0,0,0.691,0,1,0,2,1,4,0,1,0.216,0,0.2,0.94,1,0.86
1267,60,1.012,7,4,1910,0,0.925,0.925,0.964,0.925,0,1.889,0,1,1,4,2,9,1,1,0.308,0,0,2.64,1,1.22
1246,78,1.209,6,7,1984,0,0.585,0.585,1.14,0.728,0,1.868,0,3,1,3,1,7,1,2,0.477,2.68,1.12,0,1,1.78
55,60,0.7134,5,5,1955,0.384,0,0.384,1.36,0,0,1.36,0,1,0,3,1,6,1,2,0.572,0,0.5,0,2,1.3
1325,75,0.9986,8,5,2006,0,1.795,1.795,1.795,0,0,1.795,0,2,0,2,1,7,1,3,0.895,0,0.49,0,2,1.47
1396,88,1.2665,8,5,2005,0,1.094,1.094,1.133,1.349,0,2.482,0,2,1,4,1,9,1,3,0.642,1.44,0.39,0,2,2.81213
598,53,0.3922,7,5,2006,0,1.258,1.258,1.402,0,0,1.402,0,0,2,2,1,7,1,3,0.648,1.2,0.16,0,2,1.94201
1320,75,1.0215,4,5,1954,0.492,0.372,0.864,0.948,0,0,0.948,0,1,0,3,1,5,0,1,0.248,0,0,0,2,1.11
71,95,1.3651,7,6,1973,1.88,0.343,2.223,2.223,0,0,2.223,1,2,0,3,1,8,2,2,0.516,3,0,0,2,2.44
488,70,1.2243,5,6,1971,0.998,0.486,1.484,1.484,0,0,1.484,0,2,0,3,1,7,1,2,0.487,2.24,0,0,2,1.75
933,84,1.167,9,5,2006,0,1.905,1.905,1.905,0,0,1.905,0,2,0,3,1,8,1,3,0.788,0,1.91,0,3,3.2
478,105,1.3693,9,5,2006,0,2.153,2.153,2.069,0.574,0,2.643,0,2,1,3,1,9,1,3,0.694,4.14,0.84,0,3,3.8
480,50,0.5925,4,7,1937,0.168,0.739,0.907,1.131,0,0,1.131,0,1,0,2,1,7,0,2,0.672,0,0.72,0,3,0.89471
1364,73,0.8499,6,5,2006,0,0.616,0.616,0.616,0.796,0,1.412,0,2,1,3,1,6,1,2,0.432,0,0.36,0,3,1.56932
207,40,1.3673,5,5,1962,0,1.14,1.14,1.696,0,0,1.696,0,1,1,3,1,8,1,1,0.349,0,0.3,0,3,1.439
1096,78,0.9317,6,5,2006,0.024,1.29,1.314,1.314,0,0,1.314,0,2,0,3,1,6,1,2,0.44,0,0.22,0,3,1.76432
1390,60,0.6,6,6,1941,0.375,0.36,0.735,0.869,0.349,0,1.218,0,1,0,3,1,6,1,2,0.44,0,0,0,3,1.31
1233,70,0.9842,4,5,1962,0,0,0,1.224,0,0,1.224,0,2,0,2,2,6,0,2,0.462,0,0,0,3,1.018
1026,70,0.77,5,5,1972,0.138,0.276,0.882,0.882,0,0,0.882,1,1,0,3,1,5,0,2,0.461,0.96,0,0,3,1.125
439,40,0.428,5,6,1913,0.365,0.075,0.44,0.694,0,0,0.694,0,1,0,2,1,4,1,1,0.352,0,0,0.34,3,0.9035
62,60,0.72,5,7,1920,0,0.53,0.53,0.581,0.53,0,1.111,0,1,0,3,1,6,0,1,0.288,0,0,1.44,3,1.01
1023,52,0.9439,5,5,1930,0.324,0.588,0.912,0.912,0.336,0,1.248,0,1,0,2,1,6,0,1,0.16,0,0,1.92,3,0.87
1318,47,0.423,7,5,2006,0,1.352,1.352,1.352,0,0,1.352,0,2,0,2,1,5,1,2,0.466,0,2.41,0,4,2.089
1143,77,0.9965,8,5,2006,1.15,0.316,1.466,1.466,1.362,0,2.828,1,3,0,4,1,11,1,3,1.052,1.25,1.44,0,4,4.2487
1080,65,0.8775,5,5,1994,0.495,0.495,0.99,0.99,0,0,0.99,0,1,0,3,1,5,0,1,0.299,0,0.64,0,4,1.26
118,74,0.8536,5,5,2006,0,1.125,1.125,1.125,0,0,1.125,0,1,1,2,1,5,0,2,0.43,0.8,0.64,0,4,1.55
383,79,0.9245,7,5,2006,0,0.939,0.939,0.939,0.858,0,1.797,0,2,1,3,1,8,0,2,0.639,1.44,0.53,0,4,2.135
882,44,1.3758,7,5,1990,0.902,0.254,1.156,1.187,0.53,0,1.717,0,2,1,3,1,7,1,2,0.4,1.68,0.36,0,4,1.875
1176,85,1.0678,8,5,1992,0.7,0.983,1.683,2.129,0.743,0,2.872,0,2,1,4,1,9,1,2,0.541,0,0.33,0,4,2.85
1103,70,0.7,5,7,1960,0.588,0.422,1.01,1.134,0,0,1.134,0,1,0,2,1,6,0,1,0.254,0,0.16,0,4,1.35
1029,79,0.9492,5,5,1941,0.368,0.359,0.768,0.968,0.408,0,1.376,1,1,0,3,1,6,1,1,0.24,0,0,0,4,1.05
419,60,0.816,5,6,1940,0.312,0.444,0.756,0.756,0.378,0,1.134,1,1,1,3,1,7,0,1,0.24,0,0,0,4,1.26
1105,24,0.2016,5,5,1970,0,0.63,0.63,0.63,0.672,0,1.302,0,2,1,3,1,6,0,2,0.44,0,0,0,4,1.06
958,70,0.742,5,5,1962,0.417,0.64,1.057,1.057,0,0,1.057,0,1,0,3,1,6,0,2,0.576,0,0,0,4,1.32
548,54,0.7244,5,7,1970,0.619,0.149,0.768,0.768,0,0,0.768,1,1,0,2,1,5,0,2,0.624,1.04,0,0,4,1.295
797,71,0.8197,6,5,1977,0,0.66,0.66,1.285,0,0,1.285,0,1,1,3,1,7,1,2,0.528,1.38,0,0,4,1.435
644,80,1.0793,5,5,1969,0.493,0,0.78,0.78,0.84,0,1.62,0,2,1,4,1,7,0,2,0.462,2.08,0,0,4,1.52
610,61,0.7943,4,5,1961,0.903,0.126,1.029,1.029,0,0,1.029,1,1,0,3,1,5,0,1,0.261,0.64,0,0.39,4,1.185
503,70,0.917,5,7,1965,0.698,0.42,1.214,1.214,0,0,1.214,1,1,0,2,1,6,0,2,0.461,0,0,1.84,4,1.4
814,75,0.975,6,6,1958,0.608,0.834,1.442,1.442,0,0,1.442,0,1,1,4,1,7,0,1,0.301,0,0,2.75,4,1.579
467,85,1.0628,7,5,1970,0.778,0.499,1.277,1.277,0,0,1.277,1,1,0,2,1,5,1,2,0.526,0,0,0,4,1.67
547,70,0.8737,6,7,1923,0.3,0.765,1.065,0.915,0.72,0,1.635,0,1,1,3,1,6,1,2,0.44,0,0.38,0,5,2.1
1107,114,1.0357,7,5,1990,0.738,0.172,0.91,1.442,0,0,1.442,1,2,0,3,1,6,1,2,0.719,0,2.44,0,5,1.799
95,69,0.9337,6,5,1997,0.648,0.176,0.824,0.905,0.881,0,1.786,1,2,1,3,1,7,0,2,0.684,0,1.62,0,5,2.0475
1136,60,0.618,6,5,1926,0,0.96,0.96,0.986,0,0,0.986,0,1,0,2,1,5,1,1,0.18,0,1.28,0,5,1.02
927,93,1.1999,8,5,2003,0,1.181,1.181,1.234,1.14,0,2.374,0,2,1,4,1,10,1,3,0.656,1.04,1,0,5,2.85
1075,74,0.8556,7,5,2006,0,1.24,1.24,1.24,0,0,1.24,0,2,0,2,1,5,0,3,0.826,1.4,0.93,0,5,1.94
1250,60,0.72,5,7,1950,0.534,0.246,0.876,0.988,0,0,0.988,0,1,0,3,1,6,0,1,0.276,0,0.8,0,5,1.19
302,66,1.6226,8,5,1998,0.281,0.747,1.028,1.21,1.242,0,2.452,0,2,1,4,1,9,1,2,0.683,2.08,0.5,0,5,2.67
1133,90,0.99,6,4,1880,0,1.008,1.008,1.178,1.032,0,2.21,0,2,0,5,1,8,0,1,0.205,0,0.48,0,5,1.175
169,62,0.8244,7,5,2004,0,0.84,0.84,0.84,0.88,0,1.72,0,2,1,3,1,7,1,2,0.44,1,0.48,0,5,1.835
469,98,1.1428,8,5,2006,0,1.626,1.626,1.634,0,0,1.634,0,2,0,3,1,7,1,3,0.866,0,0.44,0,5,2.5
522,90,1.1988,6,6,1957,0.777,0.467,1.244,1.244,0,0,1.244,0,1,1,3,1,6,2,1,0.336,0,0.4,0,5,1.5
501,21,0.189,6,5,1973,0.356,0.316,0.672,0.672,0.546,0,1.218,0,1,1,3,1,7,0,1,0.264,1.44,0.28,0,5,1.13
1449,70,1.1767,4,7,1910,0,0.56,0.56,0.796,0.55,0,1.346,0,1,1,2,1,6,0,1,0.384,1.68,0.24,0,5,1.12
732,73,0.959,7,5,2003,0.786,0.082,0.868,1.146,0,0,1.146,1,2,0,3,1,6,1,2,0.438,1.6,0.22,0,5,1.875
1114,66,0.8923,5,7,1953,0.643,0.365,1.008,1.008,0,0,1.008,1,1,0,2,1,6,0,1,0.24,0,0.18,0,5,1.345
1216,99,0.7094,5,5,1966,0.18,0.34,0.894,0.894,0,0,0.894,0,1,0,3,1,5,0,1,0.384,0,0,0,5,1.25
979,68,0.945,4,5,1954,0.552,0.342,0.894,0.894,0,0,0.894,0,1,0,3,1,5,0,2,0.4,0,0,0,5,1.1
1163,109,0.8724,5,5,1968,0.492,0.402,0.894,0.894,0,0,0.894,0,1,0,3,1,5,1,2,0.45,0,0,0,5,1.29
1437,60,0.9,4,6,1971,0.616,0.248,0.864,0.864,0,0,0.864,0,1,0,3,1,5,0,2,0.528,0,0,0,5,1.205
1070,60,0.96,5,7,1949,0.22,0.625,0.845,0.893,0,0,0.893,0,1,0,2,1,4,0,2,0.576,0,0,0,5,1.35
1348,93,1.5306,8,5,2006,0.08,1.652,1.732,1.776,0,0,1.776,1,2,0,3,1,7,1,3,0.712,0,0,0,5,2.83463
98,73,1.0921,4,5,1965,0.52,0.44,0.96,0.96,0,0,0.96,1,1,0,3,1,6,0,1,0.432,1.2,0,0,5,0.9475
868,85,0.697,4,5,1961,0.932,0.108,1.04,1.12,0,0,1.12,1,1,1,3,1,5,0,2,0.544,1.68,0,0,5,1.29
2,80,0.96,6,8,1976,0.978,0.284,1.262,1.262,0,0,1.262,0,2,0,3,1,6,1,2,0.46,2.98,0,0,5,1.815
1121,59,0.8263,6,5,1920,0,1.012,1.012,1.012,0,0,1.012,0,1,0,2,1,6,1,1,0.308,0,0.22,1.12,5,1.184
741,60,0.96,5,7,1910,0,0.264,0.264,0.768,0.664,0,1.432,0,2,0,2,1,7,0,2,0.36,2.7,0,1.12,5,1.32
1398,51,0.612,5,8,1920,0,0.939,0.939,0.939,0.574,0,1.513,0,1,1,4,1,8,0,1,0.18,0.24,0,1.5,5,1.375
1446,70,0.84,6,5,1966,0.187,0,0.814,0.913,0,0,0.913,1,1,0,3,1,6,0,1,0.24,0,0,2.52,5,1.29
1140,98,0.8731,5,5,1920,0.645,0.27,0.915,1.167,0,0,1.167,0,1,0,3,1,6,1,2,0.495,0,0,2.16,5,1.44
279,107,1.445,9,5,2006,0,2.121,2.121,2.121,0,0,2.121,0,2,1,3,1,8,1,3,0.732,1.24,0.98,0,5,4.15298
1185,50,3.5133,5,4,1963,1.159,0.413,1.572,1.572,0,0,1.572,1,1,1,3,1,5,2,3,0.995,0,2.63,0,5,1.867
183,60,0.906,5,6,1957,0,0,0,1.34,0,0,1.34,0,1,0,3,1,7,1,1,0.252,1.16,0,0,6,1.2
500,70,0.7535,5,7,1958,0.111,0.522,0.912,0.912,0,0,0.912,0,1,0,2,1,5,0,1,0.297,0.12,2.85,0,6,1.2
861,55,0.7642,7,8,1918,0,0.912,0.912,0.912,0.514,0,1.426,0,1,1,3,1,7,1,1,0.216,0,2.4,0,6,1.8995
450,50,0.6,3,7,1948,0.331,0.318,0.649,0.679,0.504,0,1.183,0,1,1,2,1,6,0,1,0.308,0,1.76,0,6,1.2
322,99,1.2099,8,5,2004,0.97,0.166,1.136,1.136,1.332,0,2.468,1,2,1,4,1,10,1,3,0.872,1.84,1.54,0,6,3.54
794,76,0.9158,8,5,2007,0,1.496,1.496,1.496,0,0,1.496,0,2,0,3,1,7,0,2,0.474,1.68,1.3,0,6,2.25
793,92,0.992,7,5,1996,0.862,0.255,1.117,1.127,0.886,0,2.013,1,2,1,3,1,8,1,2,0.455,1.8,1.3,0,6,2.6979
227,82,0.995,7,5,1995,0.565,0.638,1.203,1.214,1.306,0,2.52,0,2,1,4,1,9,1,3,0.721,2.24,1.14,0,6,2.9
24,44,0.4224,5,7,1976,0.84,0.2,1.04,1.06,0,0,1.06,1,1,0,3,1,6,1,2,0.572,1,1.1,0,6,1.299
907,116,1.3501,8,5,2006,0.063,1.56,1.623,1.636,0,0,1.636,1,2,0,3,1,8,1,3,0.865,0,0.6,0,6,2.55
1242,83,0.9849,7,6,2007,0,1.689,1.689,1.689,0,0,1.689,0,2,0,3,1,7,0,3,0.954,0,0.56,0,6,2.48328
286,35,0.4251,7,5,2006,0,0.625,0.625,0.625,0.625,0,1.25,0,2,1,2,1,5,0,2,0.528,0,0.54,0,6,1.647
1053,100,0.95,6,6,1964,0.442,0.374,0.816,1.127,0.85,0,1.977,0,1,1,4,1,9,1,2,0.54,0,0.52,0,6,1.65
881,60,0.7024,5,5,2005,0.98,0.11,1.09,1.09,0,0,1.09,1,1,1,2,1,5,0,2,0.45,0,0.49,0,6,1.57
544,34,0.4058,7,5,1998,0.584,0,0.723,0.767,0,0,0.767,1,1,0,1,1,4,0,1,0.367,1.2,0.4,0,6,1.33
116,34,0.323,6,5,1999,0.419,0.31,0.729,0.729,0.729,0,1.458,0,2,1,2,1,5,1,2,0.44,0,0.32,0,6,1.76
68,72,1.0665,7,5,2003,1.013,0.44,1.453,1.479,0,0,1.479,1,2,0,3,1,7,0,2,0.558,1.44,0.29,0,6,2.26
690,61,0.7577,6,5,2005,0.02,1.342,1.362,1.362,0,0,1.362,0,2,0,2,1,6,1,2,0.46,1.92,0.28,0,6,1.947
781,63,0.7875,7,5,1995,0,1.237,1.237,1.253,0,0,1.253,0,2,0,3,1,6,1,2,0.402,2.2,0.21,0,6,1.76
444,53,0.3922,7,5,2006,0,1.258,1.258,1.258,0,0,1.258,0,2,0,2,1,6,1,3,0.648,1.44,0.16,0,6,1.725
1035,50,0.6305,5,7,1938,0,0.92,0.92,0.954,0,0,0.954,0,1,0,2,1,5,1,1,0.24,0,0,0,6,1.1975
72,69,0.7599,4,6,1982,0.565,0.28,0.845,0.845,0,0,0.845,1,1,0,2,1,4,0,2,0.36,0,0,0,6,1.295
1341,70,0.8294,4,5,1971,0,0.858,0.858,0.872,0,0,0.872,0,1,0,3,1,5,0,4,0.48,0,0,0,6,1.23
487,79,1.0289,5,7,1965,0.836,0.237,1.073,1.073,0,0,1.073,1,1,1,3,1,6,0,2,0.515,0,0,0,6,1.56
944,100,2.5,5,4,1967,0,1.632,1.632,1.632,0,0,1.632,0,2,0,4,2,8,0,2,0.576,0,0,0,6,1.43
275,76,0.8314,5,7,1982,0.546,0.27,0.816,0.816,0,0,0.816,0,1,0,2,1,5,0,1,0.264,1.68,0,0,6,1.245
468,79,0.948,5,7,1942,0.386,0.342,0.728,0.888,0.756,0,1.644,0,1,1,3,1,7,2,1,0.312,1.68,0,0,6,1.465
1226,65,1.0482,6,8,1958,0.507,0.081,0.588,1.138,0,0,1.138,0,1,0,3,1,6,0,1,0.264,2.24,0,0,6,1.45
299,90,1.17,6,6,1968,0.384,0.143,0.702,1.041,0.702,0,1.743,0,1,2,3,1,7,1,2,0.539,2.24,0,0,6,1.75
297,75,1.371,5,5,1950,0.42,0.49,0.91,0.91,0.648,0,1.558,0,1,1,4,1,6,0,1,0.282,2.89,0,0,6,1.52
176,84,1.2615,6,7,1950,0.477,0.725,1.202,2.158,0,0,2.158,1,2,0,4,1,7,1,2,0.576,0,0.29,0.39,6,2.43
515,55,1.0594,5,5,1926,0,0.768,0.768,0.789,0,0,0.789,0,1,0,2,1,5,0,1,0.2,0,0,1.12,6,0.965
122,50,0.606,4,5,1939,0,0.732,0.732,0.772,0.351,0,1.123,0,1,0,3,1,4,0,1,0.264,0,0,1.4,6,1
